date,crop,market,price_per_quintal
2026-03-29,Tomato,Surat APMC,2563
2026-03-29,Tomato,Rajkot APMC,2128
2026-03-29,Tomato,Anand APMC,1910
2026-03-30,Cotton,Ahmedabad APMC,9500
2026-03-30,Cotton,Vadodara APMC,9343
2026-03-30,Cotton,Surat APMC,9500
2026-03-30,Cotton,Rajkot APMC,9500
2026-03-30,Cotton,Anand APMC,9500
2026-03-30,Wheat,Ahmedabad APMC,6500
2026-03-30,Wheat,Vadodara APMC,6073
2026-03-30,Wheat,Surat APMC,6500
2026-03-30,Wheat,Rajkot APMC,6465
2026-03-30,Wheat,Anand APMC,6259
2026-03-30,Groundnut,Ahmedabad APMC,8500
2026-03-30,Groundnut,Vadodara APMC,8228
2026-03-30,Groundnut,Surat APMC,8500
2026-03-30,Groundnut,Rajkot APMC,8500
2026-03-30,Groundnut,Anand APMC,8409
2026-03-30,Tomato,Ahmedabad APMC,2342
2026-03-30,Tomato,Vadodara APMC,1750
2026-03-30,Tomato,Surat APMC,2517
2026-03-30,Tomato,Rajkot APMC,2143
2026-03-30,Tomato,Anand APMC,1942
2026-03-31,Cotton,Ahmedabad APMC,9500
2026-03-31,Cotton,Vadodara APMC,9464
2026-03-31,Cotton,Surat APMC,9500
2026-03-31,Cotton,Rajkot APMC,9500
2026-03-31,Cotton,Anand APMC,9500
2026-03-31,Wheat,Ahmedabad APMC,6500
2026-03-31,Wheat,Vadodara APMC,6100
2026-03-31,Wheat,Surat APMC,6500
2026-03-31,Wheat,Rajkot APMC,6494
2026-03-31,Wheat,Anand APMC,6301
2026-03-31,Groundnut,Ahmedabad APMC,8500
2026-03-31,Groundnut,Vadodara APMC,8252
2026-03-31,Groundnut,Surat APMC,8500
2026-03-31,Groundnut,Rajkot APMC,8500
2026-03-31,Groundnut,Anand APMC,8439
2026-03-31,Tomato,Ahmedabad APMC,2326
2026-03-31,Tomato,Vadodara APMC,1775
2026-03-31,Tomato,Surat APMC,2564
2026-03-31,Tomato,Rajkot APMC,2155
2026-03-31,Tomato,Anand APMC,1946
